"company","datacenter_name","datacenter_id","mi_datacenter_id","mi_company_id","facility_owner","street_address","total_UPS_power","net_UPS_power","net_UPS_power_utilized","total_utility_power","PUE","kW_per_rack","total_revenue","year_built","year_operational","quarter_operational","year_retrofitted","year_decommissioned","quarter_decommissioned","operational_status","center_type","tenant_type","county","state_ab","state","zip_code","latitude","longitude"
"Birch Infrastructure, PBLLC","Pflugerville","11039","10341503","19250506","Birch Infrastructure, PBLLC",NA,0,0,0,19500,1.8,0,0,2027,2027,1,NA,NA,NA,"Planned","Wholesale","Multi","Travis","TX","Texas",NA,30.418139,-97.58093
"Westbank Corp","PG&E Westbank San Jose 1","48580",NA,"7091636","PG&E Corporation/Westbank Corp","300 South First Street",NA,NA,NA,67000,1.3,NA,0,2028,2028,1,NA,NA,NA,"Planned","Wholesale","Multi","Santa Clara","CA","California","95123",37.331325,-121.887042
"Westbank Corp","PG&E Westbank San Jose 2","48583",NA,"7091636","Westbank Corp/PG&E Corporation","323 Terraine Street",NA,NA,NA,67000,1.3,NA,0,2029,2029,1,NA,NA,NA,"Planned","Wholesale","Multi","Santa Clara","CA","California","95110",37.338794,-121.898002
"Westbank Corp","PG&E Westbank San Jose 3","48587",NA,"7091636","PG&E Corporation/Westbank Corp","180 Park Avenue",NA,NA,NA,67000,1.3,NA,0,2029,2029,1,NA,NA,NA,"Planned","Wholesale","Multi","Merced","CA","California","95113",37.331131,-120.898002
"Phoenix NAP, LLC","PH02","8976","10349071","5984531","Phoenix NAP, LLC","3221 E Elwood St",0,0,0,0,1.3,0,0,NA,NA,NA,NA,NA,NA,"Planned","Retail","Multi","Maricopa","AZ","Arizona","85034",33.415384,-112.009011
"EdgeCore Internet Real Estate, LLC","PH03","15102","10366804","10166207","EdgeCore Internet Real Estate, LLC",NA,0,0,0,93600,1.3,0,0,2027,2027,2,NA,NA,NA,"Planned","Wholesale","Single","Maricopa","AZ","Arizona","85207",33.34399,-111.6241
"Equinix, Inc.","PH1","772","10317861","4570011","Netrality Property Trust, LLC","401 N Broad St, Suite 990",1821,1821,1620.69,3000,1.6,2.92,17.88,1998,1998,NA,NA,NA,NA,"Operational","Retail","Multi","Philadelphia","PA","Pennsylvania","19108",39.959727,-75.161578
"Ascent Corporation","PH1","2772","10320543","5130372","Ascent Corporation",NA,0,0,0,0,1.7,0,0,NA,NA,NA,NA,NA,NA,"Not Operational","Wholesale","Multi","Maricopa","AZ","Arizona","85002",33.448377,-112.074037
"Netrality Property Trust, LLC","PH1","4969","10095852","19185588","Netrality Property Trust, LLC","401 North Broad Street",113232,27135,27135,170000,1.5,5.82,277.19,NA,NA,NA,NA,NA,NA,"Operational","Wholesale","Multi","Philadelphia","PA","Pennsylvania","19108",39.95962,-75.16093
"NTT Global Data Centers Preparatory Corporation","PH1","8975","10247349","19857683","NTT Global Data Centers Preparatory Corporation","10256 Elliot Road",37382.4,37382.4,37382.4,48597.12,1.3,10.32,85.45,2022,2022,1,NA,NA,NA,"Operational","Powered Shell","Single","Maricopa","AZ","Arizona","85212",33.35563,-111.61302
"NTT Global Data Centers Preparatory Corporation","PH2","11311","10341706","19857683","NTT Global Data Centers Preparatory Corporation","10302 E Elliot Rd",37382.4,37382.4,37382.4,48597.12,1.3,10.32,85.89,2024,2024,2,NA,NA,NA,"Operational","Powered Shell","Single","Maricopa","AZ","Arizona","85212",33.350528,-111.682066
"NTT Global Data Centers Preparatory Corporation","PH3","11312","10341709","19857683","NTT Global Data Centers Preparatory Corporation","10302 E Elliot Rd",37382.4,37382.4,37382.4,48597.12,1.3,10.32,86.34,2024,2024,4,NA,NA,NA,"Operational","Powered Shell","Single","Maricopa","AZ","Arizona","85212",33.350528,-111.682066
"NTT Global Data Centers Preparatory Corporation","PH4","11318","10341731","19857683","NTT Global Data Centers Preparatory Corporation","10302 E Elliot Rd",37382.4,37382.4,37382.4,48597,1.3,10.32,86.79,2025,2025,2,NA,NA,NA,"Operational","Powered Shell","Single","Maricopa","AZ","Arizona","85212",33.350528,-111.682066
"NTT Global Data Centers Preparatory Corporation","PH5","11324","10349267","19857683","NTT Global Data Centers Preparatory Corporation","10302 E Elliot Rd",0,0,0,20000,1.3,0,0,2026,2026,2,NA,NA,NA,"Under Construction","Powered Shell","Single","Maricopa","AZ","Arizona","85212",33.350528,-111.682066
"NTT Global Data Centers Preparatory Corporation","PH6","11326","10341757","19857683","NTT Global Data Centers Preparatory Corporation","10302 E Elliot Rd",0,0,0,20000,1.3,0,0,2027,2027,1,NA,NA,NA,"Planned","Powered Shell","Single","Maricopa","AZ","Arizona","85212",33.350528,-111.682066
"NTT Global Data Centers Preparatory Corporation","PH7","11327","10341760","19857683","NTT Global Data Centers Preparatory Corporation","10302 E Elliot Rd",0,0,0,20000,1.3,0,0,2027,2027,4,NA,NA,NA,"Planned","Powered Shell","Single","Maricopa","AZ","Arizona","85212",33.350528,-111.682066
"Sungard Availability Services Capital, Inc.","PHI-401","1853","10319559","5275014","Netrality Property Trust, LLC","401 N Broad St.",78016,78016,67093.76,170000,1.5,4.9,184.37,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Philadelphia","PA","Pennsylvania","19108",39.95962,-75.161023
"Sungard Availability Services Capital, Inc.","PHI-833","1854","10319562","5275014","Sungard Availability Services Capital, Inc.","833 Chestnut St. 11th Floor",0,0,0,0,1.9,0,0,NA,NA,NA,NA,2015,2,"Not Operational","Retail","Multi","Philadelphia","PA","Pennsylvania","19107",39.950123,-75.155085
"Direct LTx","PHI1","670","10317844","29367364","Direct LTx","2561 Bernville Road",36400,36400,25844,66000,1.8,11.48,33.49,2006,2006,NA,NA,NA,NA,"Operational","Retail","Multi","Berks","PA","Pennsylvania","19605",40.381387,-75.981756
"Contegix, LLC","PHI1","671","10317847","5095041","Contegix, LLC","1 Meridian Blvd",2203,2203,1123.53,4000,1.8,5.25,3.2,2007,2007,NA,2000,NA,NA,"Operational","Retail","Multi","Berks","PA","Pennsylvania","19610",40.354059,-75.989262
"Contegix, LLC","PHI1","675","10317854","5095041","Contegix, LLC","1 Meridian Blvd",2203,2203,1762.4,3600,1.6,5.25,4.93,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Berks","PA","Pennsylvania","19610",40.354059,-75.989262
"Crown Castle Inc.","PHI1","1321","10318933","4417219","Netrality Property Trust, LLC","401 N Broad St",4801,4801,3888.81,10000,1.9,5.25,10.78,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Philadelphia","PA","Pennsylvania","19108",39.95962,-75.161023
"Necessary Resources","PHI1","1376","10318666","29454207","Necessary Resources","2367 N Penn Rd.",1146,1146,813.66,2105,1.7,6.41,1.72,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Montgomery","PA","Pennsylvania","19440",40.292631,-75.287917
"NetCarrier, Inc.","PHI1","1394","10319002","5014862","NetCarrier, Inc.","1309 Noble Street, floor 6",6558,6558,4656.18,12500,1.9,5.25,10.17,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Philadelphia","PA","Pennsylvania","19123",39.960652,-75.160469
"TierPoint, LLC","PHI1","1558","10183819","4617160","TierPoint, LLC","4775 League Island Boulevard",1738,1738,1320.88,3500,1.9,5.25,3.25,2010,2010,NA,NA,NA,NA,"Operational","Retail","Multi","Philadelphia","PA","Pennsylvania","19112",39.892469,-75.16554
"Data102, LLC","PHI1","1617","10346263","5308858","Data102, LLC","2401 Locust St.",600,600,588,1200,1.9,5.25,1.64,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Philadelphia","PA","Pennsylvania","19103",39.950306,-75.179983
"Razor Servers, Inc.","PHI1","1625","10346272","5261740","Razor Servers, Inc.","1309 Noble St. Suite 100",0,0,0,0,1.9,0,0,NA,NA,NA,NA,2013,3,"Not Operational","Retail","Multi","Philadelphia","PA","Pennsylvania","19123",39.960639,-75.160466
"Verizon Communications Inc.","PHI1","2306","10320235","4057229","Verizon Communications Inc.","2401 Locust St. 3rd Floor",0,0,0,0,1.9,0,0,NA,NA,NA,NA,2015,1,"Not Operational","Retail","Multi","Philadelphia","PA","Pennsylvania","19103",39.950306,-75.179983
"H5 Data Centers LLC","PHI1","3158","10338312","5298959","H5 Data Centers LLC","1500 Spring Garden St",2000,2000,400,7500,1.5,3.5,1.4,2016,2016,2,NA,NA,NA,"Operational","Retail","Multi","Philadelphia","PA","Pennsylvania","19130",39.962348,-75.163932
"Flexential Inc.","PHI1","8333","10177794","4074555","Flexential Inc.","101 Troutman Road",8500,8500,6545,9000,1.6,2.92,87.65,2017,2017,4,NA,NA,NA,"Operational","Retail","Multi","Montgomery","PA","Pennsylvania","19460",40.1519,-75.47696
"NetCarrier, Inc.","PHI2","1395","10319004","5014862","NetCarrier, Inc.","4000 N Canon Ave",1987,1987,1609.47,3400,1.7,5.25,3.52,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Montgomery","PA","Pennsylvania","19446",40.254303,-75.28081
"Verizon Communications Inc.","PHI2","2307","10320239","4057229","Netrality Property Trust, LLC","401 N Broad St. Suite 480",477,477,333.9,1000,1.9,5.6,0.77,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Philadelphia","PA","Pennsylvania","19108",39.95962,-75.161023
"Keystone NAP, LLC","Philadelphia","3795","10338575","9951750","Keystone NAP, LLC","49 Middle Dr.",1456,1456,1456,30000,1.3,2.06,8.67,2014,2015,1,NA,NA,NA,"Operational","Wholesale","Multi","Bucks","PA","Pennsylvania","19030",40.16044,-74.741368
"Web Werks India Pvt. Ltd.","Philadelphia","8331","10340764","14288665","Web Werks India Pvt. Ltd.","2401 Locust St.",1000,1000,760,7500,1.5,3.5,2.66,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Philadelphia","PA","Pennsylvania","19103",39.950306,-75.179983
"365 Data Centers Services, LLC","Philadelphia (Downtown)","1852","10238561","4334750","365 Data Centers Services, LLC","1500 Spring Garden Street",6080,6080,5228.8,14400,1.7,3.86,18.26,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Philadelphia","PA","Pennsylvania","19130",39.96198,-75.16361
"365 Data Centers Services, LLC","Philadelphia (University City)","32","10178190","4334750","365 Data Centers Services, LLC","3701 Market Street",1490,1490,1281.4,2683,1.8,5.25,5.11,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Philadelphia","PA","Pennsylvania","19104",39.956817,-75.19614
"Crown Castle Inc.","Philadelphia - 1309 Noble","11101","10341644","4417219","3607 Broadway Realty Associates","1309 Noble St., floor 6",3000,3000,2040,6000,1.8,3.5,0,NA,2017,1,NA,NA,NA,"Operational","Retail","Multi","Philadelphia","PA","Pennsylvania","19123",39.960652,-75.160469
"Lumen Technologies, Inc.","Philadelphia - Premier 1","4038","10167440","4057179","Lumen Technologies, Inc.","2401 Locust Street",2730,2730,1365,5000,1.5,10.5,1.59,NA,NA,NA,NA,NA,NA,"Operational","Retail","Single","Philadelphia","PA","Pennsylvania","19103",39.950306,-75.17992
"Fibertech Networks, L.L.C.","Philadelphia - Premier 1","8329","10340755","4163578","Fibertech Networks, L.L.C.","2401 Locust St.",68,68,34,3000,1.6,2.92,0.46,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Philadelphia","PA","Pennsylvania","19103",39.950306,-75.179983
"Lumen Technologies, Inc.","Philadelphia - Premier 2","4039","10338922","4057179","Lumen Technologies, Inc.","3020 Market St.",300,300,150,450,1.5,10.5,0.17,NA,NA,NA,NA,NA,NA,"Operational","Retail","Single","Philadelphia","PA","Pennsylvania","19104",39.954604,-75.184686
"fifteenfortyseven Critical Systems Realty, LLC","Philadelphia 1","11106","10341659","5287084","fifteenfortyseven Critical Systems Realty, LLC","800 Swedesford Road 15 South Bacton Hill Road",0,0,0,75000,1.8,0,0,2025,2025,3,NA,NA,NA,"Planned","Wholesale","Multi","Chester","PA","Pennsylvania",NA,40.036482,-75.599439
"Lumen Technologies, Inc.","Philadelphia Gateway","1298","10318870","4057179","Netrality Property Trust, LLC","401 N Broad St.",682,682,552.42,2385,1.6,2.62,2.58,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Philadelphia","PA","Pennsylvania","19108",39.95962,-75.161023
"DataBank Holdings, Ltd.","PHL1 - Downtown Philadelphia","1758","10319376","5222444","Netrality Property Trust, LLC","401 N Broad St.",300,300,285,9000,1.9,1.35,0.7,2017,2017,1,NA,NA,NA,"Operational","Retail","Multi","Philadelphia","PA","Pennsylvania","19108",39.95962,-75.161023
"11:11 Systems, Inc.","PHO-120","1855","10319564","100335349","Digital Realty Trust, Inc.","120 E. Van Buren St",0,0,0,0,1.6,0,0,NA,NA,NA,NA,2022,3,"Not Operational","Retail","Multi","Maricopa","AZ","Arizona","85004",33.452003,-112.072042
"11:11 Systems, Inc.","PHO-7499","1856","10167248","100335349","11:11 Systems, Inc.","7499 East Paradise Lane",0,0,0,0,1.8,0,0,NA,NA,NA,NA,2022,3,"Not Operational","Retail","Multi","Maricopa","AZ","Arizona","85260",33.63248,-111.917795
"365 Data Centers Services, LLC","PHO1","33","10362012","4334750","365 Data Centers Services, LLC","311 N. Central Ave., Suite 115",0,0,0,0,1.9,0,0,NA,NA,NA,1997,2018,4,"Not Operational","Retail","Multi","Maricopa","AZ","Arizona","85012",33.483936,-112.0767
"Deer Valley Data, LLC","PHO1","149","10352713","4716109","Deer Valley Data, LLC","1515 W. Deer Valley Rd. Suite C-103",0,0,0,0,1.9,0,0,NA,NA,NA,NA,2012,1,"Not Operational","Retail","Multi","Maricopa","AZ","Arizona","85027",33.682969,-112.092442
"Atomic Data, LLC","PHO1","163","10352754","5209774","Arizona State Retirement System","3300 N. Central Ave.",0,0,0,0,1.9,0,0,NA,NA,NA,NA,2013,1,"Not Operational","Retail","Multi","Maricopa","AZ","Arizona","85012",33.487079,-112.075023
"QTS Realty Trust, LLC","PHO1","261","10343287","4405219","Digital Realty Trust, Inc.","120 E. Van Buren St",1099.99,1099.99,890.99,2100,1.9,4.1,2.18,2001,2001,NA,2012,NA,NA,"Operational","Retail","Multi","Maricopa","AZ","Arizona","85004",33.452003,-112.072042
"ClearDATA Networks, Inc.","PHO1","304","10317318","5020120","ClearDATA Networks, Inc.","4250 E. Camelback Rd",0,0,0,0,1.8,0,0,NA,NA,NA,NA,2018,4,"Not Operational","Retail","Multi","Maricopa","AZ","Arizona","85018",33.51083,-111.988254
"Nexus Technologies, Inc.","PHO1","434","10317522","5241316","Nexus Technologies, Inc.","1919 W. Lone Cactus Dr.",0,0,0,0,1.9,0,0,2001,2001,NA,NA,2018,4,"Not Operational","Retail","Multi","Maricopa","AZ","Arizona","85027",33.679702,-112.101012
"StackPath, LLC","PHO1","984","10318552","5314987","Arizona State Retirement System","3300 N. Central Ave.",0,0,0,0,1.8,0,0,2002,2002,NA,NA,2018,4,"Not Operational","Retail","Multi","Maricopa","AZ","Arizona","85012",33.487079,-112.075023
"H5 Data Centers LLC","PHO1","1417","10183502","5298959","H5 Data Centers LLC","2600 West Germann Road",6991.3,6991.3,4893.91,9000,1.5,5.29,16.02,2012,2012,1,2012,NA,NA,"Operational","Retail","Multi","Maricopa","AZ","Arizona","85286",33.277,-111.885737
"Phoenix NAP, LLC","PHO1","1559","10319174","5984531","Phoenix NAP, LLC","3402 E. University Dr.",17250,17250,13800,26000,1.9,5.25,39.43,2010,2010,NA,NA,NA,NA,"Operational","Retail","Multi","Maricopa","AZ","Arizona","85034",33.41601,-112.009445
"PureGig","PHO1","1593","10319181","29367728","Arizona State Retirement System","3300 N. Central Ave.",0,0,0,0,1.9,0,0,NA,NA,NA,NA,2016,4,"Not Operational","Retail","Multi","Maricopa","AZ","Arizona","85012",33.487079,-112.075023
"Saddleback Communications","PHO1","1651","10346300","4683190","Saddleback Communications","10190 E. McKellips Rd.",450,450,351,900,1.8,5.25,0.71,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Maricopa","AZ","Arizona","85256",33.455435,-111.861796
"Lumen Technologies, Inc.","PHO1","2061","10319797","4057179","Lumen Technologies, Inc.","3220 N. 3rd St.",375,375,337.5,800,1.9,4.38,0.77,NA,NA,NA,NA,NA,NA,"Operational","Telco","Multi","Maricopa","AZ","Arizona","85012",33.485522,-112.06976
"University of Phoenix","PHO1","2076","10319833","19964758","University of Phoenix","2550 W. Union Hills",0,0,0,0,1.8,0,0,NA,NA,NA,NA,2018,4,"Not Operational","Retail","Multi","Maricopa","AZ","Arizona","85027",33.655336,-112.113121
"Flexential Inc.","PHO1","2168","10177769","4074555","Flexential Inc.","1850 West Deer Valley Road",5312.93,5312.93,4781.63,9100,1.7,4.38,18.44,2011,2011,1,NA,NA,NA,"Operational","Retail","Multi","Maricopa","AZ","Arizona","85027",33.68466,-112.09834
"Lumen Technologies, Inc.","PHO2","2062","10319801","4057179","Arizona State Retirement System","3300 N. Central Ave.",375,375,300,800,1.9,4.38,0.69,NA,NA,NA,NA,NA,NA,"Operational","Telco","Multi","Maricopa","AZ","Arizona","85012",33.487079,-112.075023
"Windstream Holdings II, LLC","Phoenix","2236","10320058","4121400","Windstream Holdings II, LLC","1710 E. Grant Street",440,440,264,800,1.8,3.5,0.94,2009,2009,NA,NA,NA,NA,"Operational","Telco","Multi","Maricopa","AZ","Arizona","85034",33.441988,-112.044004
"SixSigma Networks Mexico SA de CV","Phoenix","4189","10339075","5036298","Iron Mountain Data Centers, LLC","615 N. 48th St.",0,0,0,0,1.5,0,0,NA,NA,NA,NA,2018,4,"Not Operational","Retail","Multi","Maricopa","AZ","Arizona","85008",33.454431,-111.975724
"Syptec, Inc.","Phoenix","4709","10339216","11551663","Syptec, Inc.","313 N 3rd Ave",0,0,0,0,1.6,0,0,NA,NA,NA,NA,NA,NA,"Not Operational","Retail","Multi","Maricopa","AZ","Arizona","85003",33.452128,-112.077399
"Vantage Data Centers Management Company, LLC","Phoenix","7124","10340398","5200105","Vantage Data Centers Management Company, LLC","45 S Bullard Ave",25000,25000,25000,32500,1.3,5.42,55.56,2023,2023,3,NA,NA,NA,"Operational","Wholesale","Multi","Maricopa","AZ","Arizona","85338",33.446244,-112.374724
"Oneneck It Solutions LLC","Phoenix 1 - PHX1","1470","10184601","5223156","Oneneck It Solutions LLC","1655 Sunrise Boulevard",1050,1050,756,1600,1.5,5.25,2.16,1998,1998,NA,NA,NA,NA,"Operational","Retail","Single","Maricopa","AZ","Arizona","85233",33.35535,-111.826816
"Lumen Technologies, Inc.","Phoenix 16th St. - Premier","3948","10338634","4057179","Lumen Technologies, Inc.","801 S. 16th Street",125,125,87.5,300,1.7,4.38,0.2,NA,NA,NA,NA,NA,NA,"Operational","Telco","Single","Maricopa","AZ","Arizona","85034",33.440704,-112.046426
"Oneneck It Solutions LLC","Phoenix 2 - PHX2","1471","10319087","5223156","Oneneck It Solutions LLC","2710 S. Roosevelt St.",900,900,585,1400,1.5,5.25,1.67,2001,2001,NA,NA,NA,NA,"Operational","Retail","Single","Maricopa","AZ","Arizona","85282",33.399792,-111.948383
"QTS Realty Trust, LLC","Phoenix DC1","7118","10340379","4405219","QTS Realty Trust, LLC","1200 40th Street",49995,49995,49995,69993,1.4,10.61,114.27,2023,2023,1,NA,NA,NA,"Operational","Powered Shell","Single","Maricopa","AZ","Arizona","85008",33.461165,-111.995114
"QTS Realty Trust, LLC","Phoenix DC2","11313","10341713","4405219","QTS Realty Trust, LLC","1200 40th Street",49995,49995,49995,69993,1.4,10.61,114.87,2024,2024,1,NA,NA,NA,"Operational","Powered Shell","Single","Maricopa","AZ","Arizona","85008",33.461165,-111.995114
"QTS Realty Trust, LLC","Phoenix DC3","11320","10341736","4405219","QTS Realty Trust, LLC","1200 40th Street",24997.5,24997.5,24997.5,69993,1.4,10.61,57.74,2025,2025,1,NA,NA,NA,"Operational","Powered Shell","Single","Maricopa","AZ","Arizona","85008",33.461165,-111.995114
"QTS Realty Trust, LLC","Phoenix DC4","11325","10341754","4405219","QTS Realty Trust, LLC","1200 40th Street",24997.5,24997.5,24997.5,69993,1.4,10.61,58.04,2025,2025,1,NA,NA,NA,"Operational","Powered Shell","Single","Maricopa","AZ","Arizona","85008",33.461165,-111.995114
"QTS Realty Trust, LLC","Phoenix DC5","11328","10341764","4405219","QTS Realty Trust, LLC","1200 40th Street",0,0,0,16000,1.4,0,0,2027,2027,1,NA,NA,NA,"Planned","Powered Shell","Single","Maricopa","AZ","Arizona","85008",33.461165,-111.995114
"Lumen Technologies, Inc.","Phoenix Gateway","1299","10167379","4057179","Lumen Technologies, Inc.","811 South 16th Street",1601.94,1601.94,1281.55,2600,1.6,2.62,4.88,NA,NA,NA,NA,NA,NA,"Operational","Telco","Multi","Maricopa","AZ","Arizona","85034",33.439767,-112.04694
"Stream Data Centers, L.P.","Phoenix I","8492","10340905","5194943","Stream Data Centers, L.P.","2950 S. Litchfield Rd",23617,23617,23617,30000,1.3,3.96,82.11,2020,2020,3,NA,NA,NA,"Operational","Wholesale","Multi","Maricopa","AZ","Arizona","85338",33.419637,-112.359481
"Stream Data Centers, L.P.","Phoenix II","11314","10341717","5194943","Stream Data Centers, L.P.","2950 S. Litchfield Rd",14125,14125,14125,30000,1.3,3.96,49.28,2025,2025,1,NA,NA,NA,"Operational","Wholesale","Multi","Maricopa","AZ","Arizona","85338",33.419637,-112.3595
"Stream Data Centers, L.P.","Phoenix III","11338","10341794","5194943","Stream Data Centers, L.P.","2950 S. Litchfield Rd",0,0,0,30000,1.3,0,0,NA,NA,NA,NA,NA,NA,"Planned","Wholesale","Multi","Maricopa","AZ","Arizona","85338",33.419637,-112.359481
"Stream Data Centers, L.P.","Phoenix IV","11339","10341797","5194943","Stream Data Centers, L.P.","2950 S. Litchfield Rd",0,0,0,30000,1.3,0,0,NA,NA,NA,NA,NA,NA,"Planned","Wholesale","Multi","Maricopa","AZ","Arizona","85338",33.419637,-112.359481
